	step01	frequency_step1
19001	Hans Kupelwieser	4
19002	Szalay Ferenc polgármester	2
19003	Bouchra Khalili	4
19004	Jankay Tibor	2
19005	Szigethy Anna	26
19006	Műcsarnok és Videospace szervezésében	4
19007	Kristina Norman	5
19008	Heinrich Kühn	1
19009	Csikós Péter	1
19010	Dr. Tatai Erzsébet	2
19011	Viktor Daldon	1
19012	Rácz Rebeka	6
19013	Bognár Attila	2
19014	Szűcs Attila	112
19015	Varga Zsolt	35
19016	Kangiszer Dori	2
19017	A Műcsarnok és Kalligram Kiadó könyvbemutatója	2
19018	Marianne Shorten	2
19019	Francois Ayroles	2
19020	Móga Piroska	1
19021	MKE:Tervezőgrafika szakirány: Lakosi Krisztián	2
19022	Bodoni Tünde	2
19023	egytemi tanár	1
19024	Follard Barbara	8
19025	Puklus Péter fotóművész	3
19026	Karl Bielik	2
19027	Mondik Noémi	2
19028	Gajdó Kristóf	2
19029	Szúcs Attila	2
19030	Haász Katalin	58
19031	az Unesco Közgyűlés 36. Ülésszakának elnöke	2
19032	író; Közreműködik: Mohai Gábor	3
19033	Tudósok zenekar	3
19034	Farkas Gábor Dla Dabas	2
19035	Kettős Tamás:	2
19036	Trapp Dominka	1
19037	Gundel Takács Gáborral a 33. Magyar Sajtófotó Kiállításon	1
19038	Madarász Ágnes	2
19039	Marton Zita	4
19040	Tóth Dominika	4
19041	Fülöp Zsolt	2
19042	Stark Attila	51
19043	Irokéz Gyűjtemény	2
19044	Balvin Nándor	2
19045	Mohay Orsolya	2
19046	Mucsy Szilvia	8
19047	Bors Eszter	2
19048	Dragomán György	18
19049	Marian Dörk	2
19050	Sólyom Alex medikus	2
19051	Almásy Oti	1
19052	Vágvölgyi András	2
19053	Ed Templeton	1
19054	Shilpa Gupta	2
19055	Paul Herbst	2
19056	Nyakas Ilona	50
19057	Robert Fry	1
19058	Agnieszka Polska	2
19059	IndiGo Csoport	2
19060	közreműködik: Dance Dimensions	2
19061	Szegő György Dla	2
19062	Simon Magdolna művészettörténész	2
19063	az Index fotóriportere	2
19064	Serfőző Simon	2
19065	Barta Zsolt Péter	18
19066	Kéri Ádám festőművész	1
19067	Trafik Kör	4
19068	Kaozz Inc wall paint	2
19069	Nagy Árpád / Pika	2
19070	Drozdik	1
19071	Kopek Gábor	8
19072	Hatvani Emese	2
19073	emberi erőforrások minisztere	2
19074	Lealudvik	1
19075	Károlyi Zsigmond festőművész	2
19076	Szemerey Samu építész	5
19077	Patrick Schmierer	4
19078	Zsávolya Zoltán	2
19079	Jacobo Alonso	3
19080	Szabó Dezsó	2
19081	Gulácsy Lajos	11
19082	Nordin Eszter	1
19083	Dávid Ferenc	1
19084	Durucskó Zsolt	2
19085	Bodó Csaba	2
19086	Peternák Miklós előadása	2
19087	H. Power	6
19088	Serbakow Tibor	1
19089	Anne Simone Tullemans	2
19090	Bakos Gábor	15
19091	Készmann József	5
19092	Para-Kovács Imre	2
19093	Kelemen Károly	48
19094	Szily Géza	4
19095	Kozák Andrea	2
19096	Vitus Weh cultural scientist	2
19097	művészetkritikus	3
19098	festőművész	25
19099	Jason Martin	2
19100	Barakonyi Klára	1
19101	Liu Chuang	2
19102	Yuriy Gurzhy	2
19103	Tompa Eszter	2
19104	Alexandru Dan	2
19105	a Horvát Köztársaság magyarországi nagykövete	2
19106	Farkas Kinga	2
19107	Monika Triska-Schaudy	2
19108	dr Kukla Krisztián	2
19109	Kultúrtörténeti előadássorozat	2
19110	Szabó Ottó	43
19111	Koroknai Péter	2
19112	Sudár Orsolya előadása	2
19113	Lengyel Tibor szobrászművész	1
19114	Alban Muja	2
19115	Szabó Benke Róbert	37
19116	Horváth Hilda	2
19117	Garaczi László	9
19118	Auth Attila	5
19119	Matthias Hoch	5
19120	a Neue Galerie igazgatója	2
19121	Martonffy Melinda	1
19122	Einfach Berlin	1
19123	Zoboki Gábor	1
19124	Gustave Cerutti	2
19125	Jörg Dobrovich	2
19126	Bachman Gábor/Raj	2
19127	dr. Petrányi Zsolt művészettörténész	2
19128	Magyar Elektrográfiai Társaság (Met)	1
19129	fe Lugossy-Szirtes	1
19130	Ozoli Ágnes	14
19131	Jean Pierre Philippe Lampué	2
19132	Kuti László	7
19133	Lengl Orsolya	6
19134	Schickedanz Albert	2
19135	Paulina Stasik	3
19136	Rade Petrasevic	2
19137	Martin Martinèek	3
19138	Nagy-Tószegi Bálint	2
19139	Hegyi Zsolt	83
19140	Fernando Sánchez Castillo	2
19141	Bakányi Gyula	2
19142	Gunter Damisch	2
19143	Olga Kovrikova	2
19144	Ferencz S Apor	2
19145	Dés László	2
19146	a kötetet bemutatja: György Péter	2
19147	Jonathan O Dwyer	2
19148	látni és olvasnivalók	1
19149	Sophie Loss	2
19150	Prakfalvi Endre művészettörténész	6
19151	Barbara Horvath (Tba)	4
19152	Orbán Endre	2
19153	Dr. Rőhrig Eszter	2
19154	Kihelyezett kiállítás Szolnokon	1
19155	Szőke Gábor Miklós	10
19156	Kedves Csanád	9
19157	Büki Zsuzsanna	22
19158	Calin Dan	2
19159	Peter van Agtmael	4
19160	a Magyar Foltvarró Céh elnöke	2
19161	Csécsei Dorottya	10
19162	Caspar Stracke (De/Us)	2
19163	Szilágyi Júlia	1
19164	Mihályffy László	1
19165	Balikó Emese és Khoór Lilla	1
19166	BPworkshop	3
19167	Michele Einert	2
19168	Zenél Sipos Mihály (a Muzsikás együttes tagja)	2
19169	Ince Mózes	2
19170	(Montevideo/New York)	2
19171	Ficza lstván	1
19172	Minimalizmus	2
19173	Tadeáš Goryczka	3
19174	Macskin Dávid - trombita	1
19175	Jacek Niegoda	2
19176	Kószó Éva	2
19177	Keserue Zsolt - Polyák Levente	2
19178	Róza El-Hassan (Budapest)	2
19179	Zuzazana Zurbolová	2
19180	Visnyai Zoltán	2
19181	Makk Károly	2
19182	Hecker Péter....	2
19183	Anna Margit	22
19184	Lala Ra¹èiæ	2
19185	Cserhalmi Sára  Pater Sparrow	2
19186	Az Nésn galéria programja	4
19187	Kolcsár Zsolt	1
19188	kulturális attasé	6
19189	Kismarty-Lechner Balázs	2
19190	Tompa Borbála (Mome-Anim)	2
19191	Csontó Lajos	154
19192	Rékassy Eszter	8
19193	Zalavári József-szobrász designer	2
19194	Németh Péter Zeek	2
19195	Gg	2
19196	Valentine Judge	1
19197	Gyczy Dénes	2
19198	Sanja Ivekoviæ	4
19199	Megyeri László szobrászművész	2
19200	Fábry Zoltán	2
19201	Nagy Benedek szobrászművész	2
19202	Juhászné Szepesi Beatrix	2
19203	Palkó Anna	4
19204	Katharina Roters képzőművész	2
19205	Előadó: Szilágyi Ákos esztéta	2
19206	Molnár Sándor  Nádler István	2
19207	válogatás a 70 év során restaurált műtárgyakból	2
19208	Barabás Örs	1
19209	Andreas Berde (Ch)	4
19210	művészettörténész tárlatvezetése	2
19211	Péri László	2
19212	Szikora Tamás	30
19213	bemutatók és fesztiválhangulat	1
19214	Szatmári Judit Anna	2
19215	Arkadiusz Ignaszak (P)	2
19216	Művészeti foglalkozás	7
19217	Walter Péter	1
19218	Szesztay Dávid	1
19219	Zsigmond Attila a BTM-Budapest Galéria igazgatója iparművész	2
19220	Alejandro Jodorowsky	2
19221	Szakács Judit	2
19222	Simon Zsuzsanna	19
19223	Szörényi László	2
19224	Demszky Gábor főpolgármester	2
19225	Kaiser Ottó	3
19226	ikOn	2
19227	02.05 > 02.28	2
19228	Csillag Péter	2
19229	Vizsolyi János	1
19230	Berta Zsolt író	2
19231	Acsa-Szücs Imre	2
19232	Az Országos Széchényi Könyvtár főigazgatója	2
19233	Veres Attila szcenikus	2
19234	Frazon Zsófia és Kemény György	2
19235	Bereznai Tamás	5
19236	Őexc. Ksenija Škrilec	2
19237	Mécs Miklós)	1
19238	Harangozó Ferenc	2
19239	Yvonne P. Doderer	2
19240	Marty Huber	2
19241	Győrffy	2
19242	Baán Katalin m.v.	2
19243	Felkért résztvevők: Berki Erzsébet	1
19244	Szepesi Attila költő	2
19245	A díjnyertes alkotások kiállítása	1
19246	21h Film La Femme	2
19247	Ex-Artists’ Collective (Kaszás Tamás	6
19248	Karla Spiluttini	2
19249	Dr.Hegyi Lóránd	2
19250	Bp-Art	2
19251	Alidermes: Bruno Cassaglia & Alessandra Cevasco – Savona	2
19252	Trabant	2
19253	Neogrády-Kiss Barnabás & Német Szilvi	1
19254	Krawczun Halina	5
19255	IgorésIvan Buharov	2
19256	Nagy Bálint	7
19257	A művészcsere program résztvevői	2
19258	Káldi M. Katalin	2
19259	Szabó Attila Dla képzőművész	6
19260	Jávori Ferenc „Fegya”	2
19261	Nádas Alexandra	35
19262	Afk (Antifasiszta Fiatalok Közössége)	2
19263	Markolt György	2
19264	Tandori Dezső	7
19265	Vojtěch Fröhlich & O. Mladý & J. Šimánek & V. Turner	2
19266	Rodics Eszter a Csók István emlékév főszervezője	2
19267	Nagy Gábor festőművész	2
19268	Szabó Magdolna	4
19269	Ahmed M. AlBadawy	2
19270	Tankó Barnabás	2
19271	Tsai	2
19272	Felix Pöchhacker	2
19273	Somlai Tibor	3
19274	Bota Ádám	2
19275	te	2
19276	Nagy András	2
19277	Petra Peter	3
19278	Mészáros F. István	1
19279	Csapó Júlia	2
19280	Hajdu István műkritikus  szerkesztő	3
19281	Radó Gyula	1
19282	Paul Delpani	2
19283	Info Bázis	2
19284	Borsos Mihály	4
19285	Tudósok	4
19286	Artim Rebeka Zita	2
19287	+ Si-La-Gi és E. Sziraki	1
19288	Dr. Doboss Gyula-irodalomtörténész	2
19289	Barta Bence	4
19290	Gergely Nóra m.v.	2
19291	Máray Mariann	2
19292	Lucien	2
19293	Ostrava)	3
19294	Imre Zsófia	4
19295	Bianca Regl (A)	2
19296	Vesprémi Sára	1
19297	Wessely Anna (szociológus)	2
19298	Patrick Urwyler	34
19299	Horányi Özséb egyetemi tanár	2
19300	Őfelsége Farah Pahlavi sahfelesége	2
19301	Allan Sekula	2
19302	Balázs Katalin	3
19303	Agg Lili	6
19304	Masto	4
19305	Egervári Júlia	11
19306	Andrej Tarkovszkij	7
19307	Véronique Aubouy	2
19308	Szákás Tóth Péter	2
19309	Galambos Éva  Halmi-Horváth István	3
19310	Katona Valéria textiltervező-iparművész	2
19311	Darabos György	2
19312	Jakovits József szobrai	2
19313	Harmath Artemisz	2
19314	Iveta Černá	2
19315	Markus Bacher	1
19316	Azorro Group	2
19317	Bearth&Deplazes	1
19318	Carlos Pesudo	2
19319	50 művész	2
19320	Tenke István	5
19321	Medence Csoport	2
19322	Prakvalvi Endre	2
19323	David Černý	2
19324	Tarr Béla	6
19325	Hála József	2
19326	a könyvet bemutatja: Feledy Balázs	2
19327	Bjorn Molnár  állagmegőrző-művész	1
19328	Somogyi Gábor	2
19329	Nyakas	1
19330	Csáky Márianne	2
19331	Rafa³ Jakubowicz	2
19332	Maják Viktor	2
19333	Vavra Julcsi; Zene: keleman	2
19334	budapesti építészek	2
19335	Kréher Péter	10
19336	Pécsi Tudományegyetem Muvészeti Kar Képzomuvészeti Mesteriskola	1
19337	Gabriela Kaprálová	2
19338	Balázs Gábor  eszmetörténész	2
19339	Nan Groot Antink	2
19340	Jean Baudrillard: A művészet összeesküvése	2
19341	Győrffy Tamás	2
19342	Uhl Gabriella művészettörténész	15
19343	Huber Sielecki	2
19344	Maja & Reuben Fowkes	4
19345	Bogdándy Szultán	14
19346	Munkácsi Márton (1896-1963)	1
19347	Esteban Sanchez	2
19348	André Kertész Nagydíj	2
19349	Karina Horitz	2
19350	Matthew S. Witkovsky	2
19351	Simon Periton	2
19352	Kiss Miklós	6
19353	Dárdai Zsuzsa	17
19354	Kaszás Károly	4
19355	Szegedy-Maszak Zsuzsanna	2
19356	Ilosvai Zsófia	3
19357	A résztvevő országok művészei	2
19358	Christopher Scott	2
19359	Marjolijn Dijkman (Nl)	2
19360	&#8222;Biciklis köz-mű-tárgy&#8221; kiállítás; Madárijesztő-rémísztő kiállítás;	1
19361	Terméktervezés Lengyelországban és Magyarországon 2000 után	2
19362	Pier pennings	2
19363	Barcsay Jenő	46
19364	Kacsó Fugecu	5
19365	Peter Kollár	2
19366	Christina Lázár	2
19367	Gyarmathy Tihamér	17
19368	Cserna Szabó András	2
19369	Asztaltársaság	4
19370	Váradi Emese	6
19371	Pelesek Dóra  esztéta	4
19372	Tomá¹ Hlavina (Cz)	2
19373	Hajdu Bence	6
19374	Zoran Naskovski	2
19375	Igor Grubiæ	2
19376	Bob (Bab) József-Bumbi	2
19377	Pedro Barateiro	4
19378	Gálos László	20
19379	Baglyas Erika l Csáky Marianne l Csiszér Zsuzsi l Follárd  Barbara	2
19380	Vladan Jeremić	4
19381	Anja Luithle	2
19382	Jovan Joca Jovanović	2
19383	Lukács Andrea	4
19384	Gallai Judit	2
19385	Diego Ferrari	2
19386	Liget 30	1
19387	a Népszabadság fotóriportere	2
19388	dr. Baksa-Soós Veronika	2
19389	Kupeczik Ágnes	8
19390	Bogdándy Gábor	1
19391	Győrff	1
19392	Gauder Áron	2
19393	Raum 5	2
19394	Simonyi Emő.	2
19395	Kiende	2
19396	Závada Péter	14
19397	Horváth Károly	14
19398	Holger Gothart Herrmann	2
19399	Varga Zsuzsanna művészettörténész	1
19400	Frech	2
19401	Magyar Pedagógiai Társaság	2
19402	Perger László Gyula	4
19403	Lehel Jenő	2
19404	Megyeri Ráchel Barbara	2
19405	L.Simon László író	1
19406	Rékasi Attila	5
19407	Takács Flórián	2
19408	Szűr-Szabó Józse	2
19409	Fülep Márk	2
19410	a Révész-osztály hallgatói	2
19411	Konkoly-Thege György	6
19412	Salla Tykkä	6
19413	A szerző beszélgetőtársa: Dalos György	2
19414	Kőnig Figyes	1
19415	Bozóki András	2
19416	Popovich Viktória	2
19417	Rohonyi-Demkó Iván	4
19418	Pogo	1
19419	Aino Pisilä	2
19420	Honfi Ines	2
19421	Váczi Dániel Trio (Váczi Dániel – szaxofon	2
19422	Vágó Réka cipőtervező exkluzív tárlatvezetése	2
19423	Bánó Attila	2
19424	Barta Éva	2
19425	Horváth Mátyás	2
19426	Juhász Kristóf	2
19427	Albrecht Schafer	2
19428	Samu Szemerey épitész	2
19429	Tórh Eszter	1
19430	Szabó Endre	2
19431	Csordás Levente	2
19432	Chilida	1
19433	A megnyitón közreműködik  Bárbara Banuelos	1
19434	kortárs magyar képzőművészek	1
19435	Remsei-Kovács Nóra	4
19436	Nagy Zsófia festőművész	1
19437	Simon Zsuzsa művészeti író	2
19438	Alexander Ochs  Alexander Ochs Galleries Berlin | Beijing	2
19439	Melike Futtu	2
19440	Takács Szilvia Anett	2
19441	Gyöngyösi Soma	3
19442	Partum	1
19443	P Szabó Ernő	1
19444	Szalai András (cimbalom)	1
19445	Pierre André Ferrand (Ch)	2
19446	Temesvári Balázs	2
19447	Rasha Salti	4
19448	Márkos András	2
19449	Csanádi Judit és Radák Eszter.	2
19450	Jean-Luc Godard: Kifulladásig	1
19451	KIssPál Szabolcs	2
19452	Farkas Juli	2
19453	Sóti Márton	2
19454	Ondruss Gábor	2
19455	Klenyán Csaba klarinétművész	2
19456	Joost Baljeu	2
19457	Barnaföldi Anna	25
19458	Ivana Janković	2
19459	Dr. Kulka Janina patológus	2
19460	Karl-Oskar Olsson (Svédország)	2
19461	Szócska Boldizsár Levente	2
19462	a linzi Lentos Kunstmuseum igazgatója	2
19463	Ádám Anna	28
19464	Mori Chikako	1
19465	Bencsik Ádám	4
19466	Kristo Papic	2
19467	Kerekes Emőke	12
19468	Tejada Erika Anna	1
19469	Kadan	2
19470	Dimitrij Vilenszkij Olga Jegorova (Caplija)	1
19471	Hákli Tímea	2
19472	Tölg-Molnár Zoltán festőművész	1
19473	Podolyák Vilmos	1
19474	Polgár Botond	6
19475	Clegg és Guttmann	2
19476	7x8 curators	2
19477	Prokopp Mária	2
19478	Térey János József Attila-díjas író	1
19479	Karol Radziszewski	18
19480	Galántai Zoltán PhD jövőkutató  író	2
19481	Adriena Simutova	1
19482	Pauline Curnier Jardin	3
19483	Block Art Egyesület	2
19484	Mátyás Péter	13
19485	Felsmann István	25
19486	Balogh Rudolf (1879-1944)	1
19487	Koska Zoltán	2
19488	Maczkó Erzsébet	4
19489	Dr. Szeifert Judit művészettörténész	3
19490	Tóth István Bogyó	1
19491	Szimpózium és előadás	2
19492	szlovák és svéd designerek munkái	1
19493	Pepe (Cz).	2
19494	Dr. Páva Zsolt	2
19495	Szabó Judit	2
19496	Bukta Imre képzőművész	4
19497	Zsenia Buzokova	2
19498	Piri Béla	2
19499	Breszkovics Bernadett	8
19500	Frauke Boggasch  Yves Bresson	1
19501	Christian Jankowski	5
19502	Sipos Melinda	1
19503	Halász András festőművész	2
19504	Ilka Rita performansza	1
19505	Dunaújváros	2
19506	Ferkai András	12
19507	Kerényi Szabina	4
19508	Szép Gabi	2
19509	Pataki Gábor előadása	1
19510	Ahmet Ögüt	2
19511	Swierkievicz Róbert	3
19512	Czvetkó Fruzsina	2
19513	Eva Koťátková	4
19514	John Wood	3
19515	Kónya Ferenc	2
19516	Orosz Bence	2
19517	Sárközi Richárd	2
19518	Szombathy Bálint szépségkutató	20
19519	Pawel Mendrek	3
19520	Saskia Noor Van Imhoff	2
19521	Őexcellenciája Roland Galharague	4
19522	Gill Addison	2
19523	Paul Horn / Harald Hund	2
19524	Sztranyák Zsófia	2
19525	Anne Hofmann	2
19526	Diana Keller	2
19527	Gábor Anna	2
19528	Kárpáti István és a Jósika utcai Dalkör	2
19529	Szolcsányi Ákos	2
19530	Mélyvíz	2
19531	Lovas Ilona képzőművész	2
19532	Kaspar Goba	2
19533	Pittmann Zsófi és Marci	2
19534	Rimóczi István	3
19535	Won-gil	2
19536	Gulyás István	2
19537	László Gyula	2
19538	Sam Havadtoy	16
19539	vendég: Petrányi Zsolt	2
19540	Alice Creischer/Andreas Siekmann	2
19541	Jonathan Wateridge	2
19542	Jasmina Cibic	15
19543	a Qormy zenekar	2
19544	a Kortárs Építészeti Központ elnöke	4
19545	Aknay Csaba	4
19546	Szentendre	2
19547	Nagy Edit szobrászművész	1
19548	Virágkereskedők Szakmai Egyesülete	1
19549	Szabó Kristóf / KristofLab	2
19550	Bengi László	2
19551	szuharevszky Mihály	2
19552	Adéla Svobodová  cseh képzőművész	2
19553	Horváth Éva Monika	2
19554	Kónya Ábel	10
19555	Fignár Levente	2
19556	A Soproni Egyetem Alkalmazott Művészeti Intézete végzősei	1
19557	A beszélgetés résztvevői: Dánél Móna   Feischmidt Margit	2
19558	Close	2
19559	Kisgaléria	3
19560	Joó Emese muzeológus	2
19561	Glassbox	2
19562	kiadó	1
19563	Szabó Anna	2
19564	László Kiss Dezső	3
19565	mutargy.com ügyvezetője	1
19566	Michal Kolecek (Cz)	2
19567	Victor Vasarely (h/f)	1
19568	Verena Seibt	2
19569	Fabók-Dobribán Fatime	10
19570	Mesterházy Ákos	2
19571	Pataki Szandra	2
19572	Petre Căpriţă	2
19573	Ajtai Tamás	1
19574	Dr. Löffler Erzsébet	2
19575	Békei Barbara	2
19576	Balkon	1
19577	Lee Dangkweon	2
19578	Mezei Szilárd	4
19579	Miklos Onucsan	3
19580	Dúl Antal	2
19581	Balázs Csaba	4
19582	Knopf Andrea	4
19583	szaxofon	2
19584	Barabás Zsófia	4
19585	Wojtek Bakowski	4
19586	Kucsora	2
19587	Landvai Ádam	2
19588	Jeney Márton	2
19589	Bodnár Ágnes	2
19590	Gróf Balázs	4
19591	Tajti Eszter festőművész és Szentiváni János fotóművész közös kiállítása	2
19592	Olena Golub	1
19593	Paczona Márta  Orosz Károly	2
19594	Feszt László	4
19595	Fejős Miklós képzőművész	1
19596	Kis Varso bemutatja	2
19597	Juhász Judit	2
19598	Rőczei György	2
19599	Márton Enikő	14
19600	Karim Soliman	2
19601	Gyenis Tibor képzőművész	2
19602	Hannu Kauppi	1
19603	Novák Valentin író	4
19604	Abraham Polonsky: A gonosz ereje	1
19605	Péter Fanni	2
19606	Vasvári Anna (1923 - 1990)	2
19607	beszélgetés a művésszel	1
19608	Tolvaly Ernő	35
19609	Erdei Gábor és Ferenczy Zsolt	1
19610	Magyarics Tibor	6
19611	Tamás Menyhért	2
19612	Ju­hász Dóra	2
19613	Kapolka Gábor	2
19614	James Prosek	4
19615	Koller László gondolatkivitelező	2
19616	Naresh Kapuria	2
19617	Ferenc S. Apor	4
19618	21h Negatív Varieté	2
19619	Boros Viola	21
19620	Pálvölgyi Géza zeneszerző	2
19621	Erik Steinbrecher (Ch)	1
19622	Fotogalerie Wien	2
19623	Sz.Szilágyi Gábor	2
19624	Farkas Bori	2
19625	Békési Lászó	2
19626	Imrei Boglárka	2
19627	rovar 17	2
19628	Erdős Zsófi	4
19629	Czeizel Balázs	30
19630	Bibekananda Santra	2
19631	Kertész Endre	3
19632	Johanna Kandl	8
19633	kiállító művészek	6
19634	Radvánszki Levente	2
19635	Gyenge Zsolt	11
19636	Michał Janowski	2
19637	Radnóti Ákos	2
19638	Miklós Szilárd	24
19639	Goda Gertrúd művészettörténész	2
19640	Delaine LeBas	2
19641	Ivan Ladislav Galeta	5
19642	Megyes László Vendel	2
19643	Marosi Ernő  művészettörténész	1
19644	a Francia Intezet igazgatoja	1
19645	Konsztantyin Goncsarov	2
19646	Kortárs Képzőművészet Észak-Európából	1
19647	Laszlo Haris	2
19648	Sarkadi Imola	1
19649	Deigner Ágnes építész	2
19650	Michael Niemetz	2
19651	Esteban de la Torre	4
19652	az Mke Doktori Iskolájának vezetője	2
19653	Jan Elantkowski művészettörténész	1
19654	Vinca Kruk (Nl)	2
19655	Christoph Grunenberg	2
19656	Janiga Lívia - Litványi János	2
19657	Sánta Csaba	8
19658	Kazinczy Gyöngyvér	2
19659	Seres Szilvia	16
19660	K. Spányi Béla	2
19661	Zorka Project (Monika Berezecka és Monika Redzisz)	1
19662	Vokha	2
19663	Linda Lack-INKSAP	2
19664	bevezetőt mond Gulyás Gábor	2
19665	Dr. Susanne Bachfischer	8
19666	Hauser Lilián Beáta	1
19667	Sonja Lillab&aelig;k Christensen	2
19668	Jan Brož	3
19669	Adolf Stiller	2
19670	Téglásy Lili	6
19671	Ewa Klekot	2
19672	Hajdú Kinga	31
19673	Csáki Róbert	10
19674	Mester Anett	1
19675	Takács Tímea	2
19676	Langh Róbert és Szalay Miklós	2
19677	Schneller János művészettörténész	71
19678	Korompai Péter	5
19679	Rafael Y. Herman	3
19680	Tomislav Gotovac	9
19681	Ferenczy Károly	4
19682	Tiziano Bulfoni	2
19683	Fejér Ernő	5
19684	Bartis Attila	10
19685	Borgó	17
19686	karafiáth orsolya	1
19687	Fejér Andor	1
19688	Markovics Ferenc	2
19689	Tornyok és törpe óriások	1
19690	Paul W. Evans	2
19691	Eduard Freudmann és Ivana Marjanoviæ (Belgrád/Bécs)	2
19692	Somogyi Zsófia művészettörténész	3
19693	Art Moments Fesztivál	2
19694	Biess Katalin	4
19695	...Zilinszky József	2
19696	szociológus (SajátSzínház)	2
19697	Fellugossy László	2
19698	vendég: Závada Pál	2
19699	Szente-Szabó Ákos festőművész	2
19700	Márkus	2
19701	Dunai Edit	7
19702	Szarka Klára  fotótörténész	1
19703	Barki Gergely	18
19704	Beaty	4
19705	Simonetta Ferfoglia	4
19706	helyettes államtitkár	2
19707	Csécsei Ilona	2
19708	Első Magyar Látványtár Kiállítása	2
19709	Fazakas György	2
19710	Andrási Gábor művészettörténész	14
19711	Emo Verkerek	2
19712	Bolívar (Rou-F)	4
19713	Orbán Gy.	2
19714	Nádi Boglárka	2
19715	Duliskovich Bazil	37
19716	Ernszt András	31
19717	Juhász Gergő	5
19718	Inventory	2
19719	Papp Gábor Zsigmond	2
19720	Bernát András	62
19721	Fekete Balázs	12
19722	Kaposi Dorka	51
19723	Bortnyik Éva	3
19724	a megnyitóra belépés csak meghívóval!	2
19725	Vidra Réka	7
19726	Tzeng Yong-Ning	2
19727	Vécsi Nagy Zoltán	25
19728	Juhász Dóra	15
19729	Gálos László fotográfus	3
19730	Halmosi Sandor	2
19731	Colin Ford	2
19732	Alexander Brender & Barbara Schurz	2
19733	£ód¼ Kaliska	2
19734	Fukui Atsushi	4
19735	Kótun Viktor	6
19736	Bernáth/y Sándor	2
19737	Vincze Balázs	5
19738	Görgey Gábor	2
19739	Németh Krisztina	2
19740	Szabolcs Kisspál (H)	2
19741	Radenko Milak & Roman Uranjek	2
19742	Dumitru Gorzo	3
19743	a zsűri tagja	2
19744	Marosi László	2
19745	a művészek akciója	2
19746	orgonaművész	2
19747	Dósa Géza	2
19748	MúzeumCafé	2
19749	Farkas Zsófi	7
19750	Az Eke Vizuális Művészeti Intézet hallgatóinak kiállítása	2
19751	Földes András kulturális újságíró	2
19752	Kerékgyártó András	1
19753	Palman Zsuzsanna	3
19754	Sven Stilinović	4
19755	Borbás Annamária	2
19756	Seregi Tamás Phd esztéta	1
19757	Vintage Galéria - Pőcze Attila	2
19758	Lajta Gábor	23
19759	Erdősi Anikó	16
19760	Pelcz Balázs	2
19761	Györe Zoltán	11
19762	Látvány	2
19763	a Balkon főszerkesztője	3
19764	Suvi Lindén finn kulturális miniszter és Rockenbauer Zoltán miniszter	2
19765	Tóth Elek Illés	2
19766	GoBe Társulata	2
19767	Svetlana Fialová (Sk)	1
19768	Nagy Árpad Pika	2
19769	Rajz és Geometria Tanszék vezetője	2
19770	Vektor Normal	2
19771	http://studio009.freeblog.hu/	2
19772	Giczy György	2
19773	Szöke Gábor	2
19774	a Műcsarnokban	2
19775	Görgey Géza	4
19776	Pléh Csaba	6
19777	Budai Enikő  Ishii Junya - tánc	2
19778	Matthi	2
19779	Művek a székesfehérvári Szent István Király Múzeum gyűjteményéből	2
19780	Szabó Orsolya	4
19781	Bányai Péter	1
19782	•• Daradics Árpád •• Dárdai Zsuzsa •• Dávid Vera •• Detvay Jenő •• Dobos Éva •• Drozsnyik István •• Dulledwosińska Elżbieta Pl •• Dziomdziora Marta Pl •• Enyedi Zsuzsanna •• Faber-Kovács Krisztián •• Fábián Kitti •• Füleky Adrienn •• Gábor Enikő ••	2
19783	kultúrakutató	2
19784	Rodolfo Morales	2
19785	Eperjesi Ágnese	2
19786	Gyenge Lajos	4
19787	mag. Rudolf Roth	1
19788	Szakács Imre	2
19789	Lassla Esquivel Durand	1
19790	Gábor Éva Mária	22
19791	Aranyosi Zsuzsa	2
19792	Erdélyi Lajos fotográfus	2
19793	Manjunath Kamath	2
19794	Izsó Zita	2
19795	Észt kortárs filmek sorozat - Dettre Gábor válogatásában	3
19796	Magyar Ede	1
19797	Mahmoud Maktabi (Irán)	2
19798	Megyeri András	2
19799	Nemere Réka képzőművész	2
19800	Kendall Shaw	2
19801	Bkf Média Design Szak	2
19802	Keleti Éva kiállításán	2
19803	vizuális kultúra tanár	2
19804	A Bme Építészmérnöki Kara	2
19805	Ágoston Béla (szaxofon)	1
19806	Loreto Martinez Troncoso	1
19807	Vörös Krisztián	8
19808	Pauer Gyula  Perneczky Géza	2
19809	az Mma rendes tagja	3
19810	A pályázat nyertesei	2
19811	Hidas Judit	2
19812	Bátki György	1
19813	Kistamás László	3
19814	Banner Zoltán művészettörténész	4
19815	Kováts Gergő	6
19816	tudósai és politikusai	2
19817	Kokesch Ádés#224;m	2
19818	Katona Ildikó  az Mkb Private banking vezetője	2
19819	Előadó: Őriné Nagy Cecília művészettörténész	2
19820	Szabó Dezső képzőművész	2
19821	és a Cyst records DJ-k.	1
19822	Végh Péter	1
19823	Nagy Edit	1
19824	Bognár Károly Máv Zrt. Kommunikációs igazgatója	1
19825	Finnország Magyarországi Nagykövete	1
19826	Gyurkovits Zita	2
19827	Pertics Flóra	4
19828	Benkő Ilona	2
19829	Barcsay Terem/MKE	2
19830	Dick Alexandra	2
19831	Sissa Micheli	2
19832	Burkus Judit	6
19833	Szűts Angéla	1
